gutenberg_id,selection_numbers,filename,title,author,language,original_language,bytes,characters,lines,sha256,india_relevance,perspective,author_origin,domain,quality,boilerplate_status,duplicate_status,recommendation,estimated_tokens,reason
69383,[135],69383_In_Old_Madras.txt,In Old Madras,"Croker, B. M. (Bithia Mary), 1849?-1920",English,UNKNOWN,550771,550606,11341,0c1d203a71a3cd6b6d53c752f3545dea8d0cdb34a1d91c967174c083413743ca,MEDIUM,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,KEEP,137651,Moderate India relevance identified.
70025,[47],70025_Gora_I.txt,Gora I,"Tagore, Rabindranath, 1861-1941; Hollo, J. A. (Juho Aukusti), 1885-1967 [Translator]",English,UNKNOWN,548824,518955,10238,932249462149e77fd3ac86fd4394449939e4db12df000999448035969cf6d2eb,NONE,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,REJECT,129738,No substantive India-related content detected in sample.
70057,[48],70057_Koti_ja_maailma.txt,Koti ja maailma,"Tagore, Rabindranath, 1861-1941; Hollo, J. A. (Juho Aukusti), 1885-1967 [Translator]",English,UNKNOWN,436529,413897,8430,f83128345b736a6f37059aea5a5f7d04a951624bf7983acee482a89aca1a9c43,MEDIUM,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,KEEP,103474,Moderate India relevance identified.
70177,[49],70177_Gora_II.txt,Gora II,"Tagore, Rabindranath, 1861-1941; Hollo, J. A. (Juho Aukusti), 1885-1967 [Translator]",English,UNKNOWN,534308,504197,9918,9d6d601e137c7ceb0996b9627a1323646224d51226b6bd144889a23c13d66ea7,NONE,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,REJECT,126049,No substantive India-related content detected in sample.
70300,[136],70300_Legendary__romantic_tales_of_Indian_history.txt,Legendary & romantic tales of Indian history,"Caunter, Hobart, 1794-1851",English,UNKNOWN,1131359,1123619,20477,25fc993242973eb5d25900d130451fc7b21f5535db919fc2e8fd53e65d8f902d,LOW,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,REVIEW,280904,Passing reference to India found.
7166,[8],7166_The_Home_and_the_World.txt,The Home and the World,"Tagore, Rabindranath, 1861-1941; Tagore, Surendranath, 1872-1940 [Translator]",English,UNKNOWN,396398,396289,8699,21fb3a8b6e600fb4ce9c50d5c00eee9e8669c0f7f2c151a12a838e020c7874c1,MEDIUM,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,KEEP,99072,Moderate India relevance identified.
72780,[50],72780_Cloomber_Hallin_salaisuus.txt,Cloomber Hallin salaisuus,"Doyle, Arthur Conan, 1859-1930",English,UNKNOWN,277164,263824,5347,578040f641615a9807ce30021d71f866305fc6979e35ba3e2af0e812ee1257d8,NONE,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,REJECT,65956,No substantive India-related content detected in sample.
73417,[51],73417_The_Great_Indian_Epics.txt,The Great Indian Epics,"Oman, John Campbell, 1841-1911 [Adapter]; Valmiki [Contributor]",English,UNKNOWN,484316,480990,8157,67bac9a657be686fd03bb42c88ff69bbe9faf6a18c0825ec7f0c0cd8e252e9c9,MEDIUM,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,KEEP,120247,Moderate India relevance identified.
73950,[137],73950_Schwartz_of_Tanjore.txt,Schwartz of Tanjore,"Page, Jesse",English,UNKNOWN,406111,403443,7063,cb1145318430991161999fb7511b5bbaeb8860b4ff9aff9240ff13fbd2dfa435,MEDIUM,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,KEEP,100860,Moderate India relevance identified.
74298,[138],74298_In_furthest_Ind.txt,In furthest Ind,"Grier, Sydney C., 1868-1933",English,UNKNOWN,694470,685619,12025,c12490428ee47cd624cde6c3d66c3aa1f4752ea74bab242154804dc71a58f4aa,LOW,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,REVIEW,171404,Passing reference to India found.
7452,[9],7452_Autobiography_of_a_Yogi.txt,Autobiography of a Yogi,"Yogananda, Paramahansa, 1893-1952",English,UNKNOWN,983099,968267,20104,1299580d5017a3b63194d739394ffec7a63145e6789c04cfc95be3241a0d7d79,HIGH,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,KEEP,242066,Strong India relevance verified with 7 keyword matches.
74664,[139],74664_A_brief_history_of_the_3rd_Battalion_1st_Punjab_Regiment.txt,"A brief history of the 3rd Battalion, 1st Punjab Regiment",Anonymous,English,UNKNOWN,110905,110321,2449,15f3f46da13dd01af4857b1657427c5e95f481dc655299d08919584a2a06278d,MEDIUM,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,KEEP,27580,Moderate India relevance identified.
75863,[140],75863_Memoirs_of_the_Right_Rev_Daniel_Corrie_LLD_first_Bishop_of_Madras.txt,"Memoirs of the Right Rev. Daniel Corrie, LL.D., first Bishop of Madras","Corrie, Daniel, 1777-1837; Corrie, George Elwes, 1793-1885 [Editor]; Corrie, Richard [Editor]",English,UNKNOWN,1256118,1248045,22492,dd62f3240c92613f8afa6751ecbefe45906013b586e24884567428c6e63b32fc,MEDIUM,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,KEEP,312011,Moderate India relevance identified.
76145,[52],76145_La_jeune_Inde.txt,La jeune Inde,"Gandhi, Mahatma, 1869-1948; Rolland, Romain, 1866-1944 [Author of introduction, etc.]; Hart, Hélène [Translator]",English,UNKNOWN,676293,659401,11874,db9ae2f3c0f36fc98dee6a210d9d44cd82116deefda0c65bb783955d7a277a5a,LOW,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,REVIEW,164850,Passing reference to India found.
7951,[10],7951_Glimpses_of_BengalSelected_from_the_letters_of_Sir_Rabindranath_Tagore_1885_to_1895.txt,"Glimpses of Bengal
Selected from the letters of Sir Rabindranath Tagore, 1885 to 1895","Tagore, Rabindranath, 1861-1941",English,UNKNOWN,159747,159640,3455,559aa6bafe2250411f9c7311643ed158dd2adeb54957cddb26a956a851865bda,MEDIUM,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,KEEP,39910,Moderate India relevance identified.
7964,[11],7964_The_mystery_of_Cloomber.txt,The mystery of Cloomber,"Doyle, Arthur Conan, 1859-1930",English,UNKNOWN,295128,291861,5799,2bc35d875b1ac0fe3c89f5528f7c96723283d208f7fe3a9b478bb19aef248fce,NONE,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,REJECT,72965,No substantive India-related content detected in sample.
8940,[56],8940_An_Essay_on_the_Evils_of_Popular_Ignorance.txt,An Essay on the Evils of Popular Ignorance,"Foster, John, 1770-1843",English,UNKNOWN,579253,579145,8710,cb930e3a23c6b07f261131a980e635c7d1509f91e4b7986461615fc1c225933d,NONE,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,REJECT,144786,No substantive India-related content detected in sample.
